1000,0.00397
1001,0.00517
1002,0.005
1003,0.00577
1004,0.00354
1005,0.00222
1006,0.00217
1007,0.00136
1008,0.0011
1009,0.00333
1010,0.00307
1011,0.00113
1012,7.00E-04
1013,0.00173
1014,2.19E-04
1015,0
1016,0.00254
1017,0.00176
1018,0.0031
1019,0.0047
1020,0.00479
1021,0.00271
1022,9.81E-04
1023,0.00306
1024,0.0041
1025,0.00336
1026,0.00163
1027,1.60E-04
1028,0.00306
1029,0.00401
1030,0.00522
1031,0.00677
1032,0.00668
1033,0.0038
1034,0.00221
1035,0.00269
1036,0.00607
1037,0.00736
1038,0.00634
1039,0.00577
1040,0.00582
1041,0.0093
1042,0.01083
1043,0.01032
1044,0.01141
1045,0.00939
1046,0.00871
1047,0.00598
1048,0.0061
1049,0.00699
1050,0.00758
1051,0.0094
1052,0.00981
1053,0.01132
1054,0.01198
1055,0.01206
1056,0.013
1057,0.01164
1058,0.01087
1059,0.00869
1060,0.00645
1061,0.01054
1062,0.01193
1063,0.01295
1064,0.01285
1065,0.01329
1066,0.01397
1067,0.01366
1068,0.01549
1069,0.01567
1070,0.01552
1071,0.01495
1072,0.01605
1073,0.01537
1074,0.01706
1075,0.01777
1076,0.01863
1077,0.01854
1078,0.01864
1079,0.02119
1080,0.02111
1081,0.02289
1082,0.02373
1083,0.02343
1084,0.02187
1085,0.0221
1086,0.02432
1087,0.02435
1088,0.02709
1089,0.02678
1090,0.02768
1091,0.02829
1092,0.02754
1093,0.02813
1094,0.02977
1095,0.03174
1096,0.03552
1097,0.03846
1098,0.03809
1099,0.03937
1100,0.04124
1101,0.043
1102,0.04409
1103,0.04608
1104,0.04764
1105,0.04995
1106,0.04951
1107,0.04921
1108,0.05343
1109,0.05486
1110,0.05572
1111,0.0565
1112,0.05848
1113,0.06151
1114,0.06103
1115,0.05973
1116,0.06289
1117,0.0651
1118,0.06822
1119,0.07184
1120,0.07334
1121,0.07499
1122,0.07676
1123,0.07992
1124,0.08186
1125,0.08624
1126,0.08795
1127,0.09087
1128,0.09412
1129,0.0974
1130,0.1026
1131,0.10496
1132,0.10585
1133,0.10848
1134,0.11184
1135,0.1148
1136,0.11823
1137,0.12127
1138,0.12374
1139,0.12787
1140,0.13264
1141,0.1353
1142,0.13754
1143,0.14017
1144,0.14308
1145,0.14813
1146,0.15332
1147,0.15808
1148,0.16238
1149,0.16591
1150,0.17104
1151,0.17969
1152,0.18445
1153,0.18838
1154,0.19258
1155,0.19679
1156,0.2024
1157,0.20569
1158,0.20899
1159,0.21411
1160,0.2208
1161,0.22789
1162,0.23341
1163,0.23862
1164,0.24121
1165,0.2489
1166,0.2569
1167,0.2615
1168,0.26243
1169,0.26926
1170,0.27601
1171,0.27885
1172,0.28315
1173,0.28818
1174,0.29401
1175,0.30062
1176,0.30788
1177,0.31376
1178,0.32148
1179,0.32814
1180,0.3347
1181,0.33972
1182,0.3466
1183,0.35332
1184,0.36007
1185,0.36547
1186,0.37292
1187,0.3786
1188,0.3843
1189,0.39085
1190,0.39565
1191,0.39999
1192,0.40826
1193,0.41371
1194,0.42162
1195,0.42815
1196,0.43769
1197,0.44519
1198,0.45175
1199,0.45774
1200,0.46439
1201,0.47155
1202,0.47626
1203,0.48166
1204,0.48768
1205,0.49587
1206,0.50203
1207,0.50842
1208,0.51569
1209,0.5244
1210,0.53048
1211,0.53998
1212,0.54773
1213,0.55162
