1.e-8,1.016839927061216,-0.0015314760107065343,-0.030618163990507822,1.1470953857145953e-7,1.500372299527424e-17,0.,-0.03061816400970706
1.0233165783302449e-8,1.0167609851278905,-0.001524295066853163,-0.030474632321149837,1.1382865101221158e-7,1.4888505088432896e-17,0.,-0.030474632340201643
1.0471768194855203e-8,1.0166804856881333,-0.0015169724522099504,-0.030328268806045965,1.1293190432358698e-7,1.4771212846823268e-17,0.,-0.030328268824947678
1.0715933998226712e-8,1.0165984050036123,-0.0015095060079372473,-0.03017903028443031,1.1201913661567436e-7,1.4651825095646663e-17,0.,-0.03017903030317925
1.0965792912678099e-8,1.016514719319967,-0.001501893573763842,-0.030026873566399902,1.1109019110761987e-7,1.4530321328356453e-17,0.,-0.030026873584993362
1.1221477682079802e-8,1.0164294048877898,-0.001494132989896659,-0.029871755471061974,1.1014491659971965e-7,1.4406681768406575e-17,0.,-0.02987175548949722
1.1483124145435111e-8,1.016342437984816,-0.0014862220990405945,-0.029713632866881667,1.0918316796843696e-7,1.428088743399854e-17,0.,-0.029713632885155945
1.1750871309048076e-8,1.016253794939368,-0.0014781587485322711,-0.02955246271430574,1.0820480668510056e-7,1.4152920205925906e-17,0.,-0.029552462732416268
1.2024861420374123e-8,1.0161634521550906,-0.0014699407925915335,-0.02938820211073873,1.0720970135904721e-7,1.402276289861597e-17,0.,-0.029388202128682702
1.2305240043592616e-8,1.0160713861370232,-0.0014615660946944787,-0.029220808337947306,1.0619772830597035e-7,1.389039933446835e-17,0.,-0.0292208083557219
1.2592156136941509e-8,1.0159775735190502,-0.0014530325300718327,-0.02905023891196895,1.0516877214223801e-7,1.3755814421590312e-17,0.,-0.02905023892957133
1.288576213185518e-8,1.015881991092768,-0.001444337988336424,-0.02887645163559994,1.0412272640593793e-7,1.3618994235027911e-17,0.,-0.028876451653027237
1.3186214013947485e-8,1.0157846158378134,-0.0014354803762434783,-0.028699404653537056,1.0305949420540172e-7,1.3479926101591356e-17,0.,-0.028699404670786396
1.3493671405883065e-8,1.0156854249536897,-0.0014264576205873772,-0.028519056510245736,1.0197898889594791e-7,1.3338598688371326e-17,0.,-0.02851905652731423
1.3808297652180923e-8,1.0155843958931339,-0.001417267671238437,-0.028335366210625778,1.0088113478557038e-7,1.3195002095041241e-17,0.,-0.02833536622751052
