1102.0330103337076,70.94598566692487,63.55701961352473,63.28024885250892,80.75768199790753,202.23096973350243,202.23096973350243,67.7986186846272
1103.0330103337076,106.4280068836916,95.4098396911875,95.00633902295883,121.07124568443032,239.93902615006925,239.93902615006925,101.76166355916519
1104.0330103337076,142.29680525814064,127.6539999049205,127.13007980531586,161.77395532681726,278.03847031887165,278.03847031887165,136.13132695683953
1105.0330103337076,178.55304090519292,160.2909675314852,159.65301389344003,202.86559486367423,316.529414251191,316.529414251191,170.90871961709544
1106.0330103337076,215.19729647094434,193.32213977201567,192.5766107914899,244.34586040754277,355.4118803053443,355.4118803053443,206.094868175176
1107.0330103337076,252.23007574458595,226.7488421133191,225.90226505934757,286.2143590549955,394.68579980310335,394.68579980310335,241.69071339818268
1108.0330103337076,289.6518022784564,260.57232669036375,259.63129455904794,328.4706077117461,434.3510116603178,434.3510116603178,277.69710842756905
1109.0330103337076,327.46281801696847,294.7937706507744,293.7649387031395,371.1140319335193,474.4072610326365,474.4072610326365,314.1148170290687
1110.0330103337076,365.6633819351736,329.4142745221536,328.30435670586905,414.1439647833994,514.854197977146,514.854197977146,350.9445118510508
1111.0330103337076,404.25366868773335,364.43486058306934,363.2506258381174,457.55964570640606,555.6913761308318,555.6913761308318,388.1867726923429
1112.0330103337076,443.23376726905735,399.8564712385612,398.60473968702183,501.3602194220165,596.9182514066988,596.9182514066988,425.8420847805245
1113.0330103337076,482.6036796854002,435.6799674010134,434.3676064212386,545.5447348353865,638.5341807084476,638.5341807084476,463.9108370617586
1114.0330103337076,522.3633196396904,471.9061268772823,470.5400470628015,590.1121439679893,680.5384206645632,680.5384206645632,502.3933205031958
1115.0330103337076,562.5125112298904,508.5356427629455,507.1227937665662,635.061300908433,722.930126382721,722.930126382721,541.2897264090186
1116.0330103337076,603.0509876616665,545.5691218445821,544.1164881082013,680.3909607841839,765.7083502253516,765.7083502253516,580.6001447511928
1117.0330103337076,643.9783899761755,583.0070830109647,581.5216793817469,726.0997787549171,808.8720406072911,808.8720406072911,620.3245625160108
1118.0330103337076,685.2942657937723,620.8499556740979,619.3388229077466,772.1863090282699,852.4200408163548,852.4200408163548,660.462862067507
1119.0330103337076,726.9980680744372,659.0980782010117,657.5682783529567,818.6490038986966,896.3510878577531,896.3510878577531,701.0148195288411
1120.0330103337076,769.0891538957264,697.7516963572392,696.2103080626797,865.4862128101821,940.663811323219,940.663811323219,741.9801031827591
1121.0330103337076,811.5667832490747,736.8109617629271,735.2650754067467,912.6961814435357,985.3567322857108,985.3567322857108,783.3582718922223
1122.0330103337076,854.4301178552429,776.2759303625161,774.7326431402084,960.2770508290015,1030.4282622206106,1030.4282622206106,825.1487735423391
1123.0330103337076,897.678219999732,816.1465609089422,814.6129717797803,1008.2268564849061,1075.8767019542586,1075.8767019542586,867.3509435046897
1124.0330103337076,941.3100513889905,856.4227134633348,854.9059179971067,1056.543527583076,1121.700240640717,1121.700240640717,909.9640031252015
1125.0330103337076,985.3244720281997,897.104147911156,895.611233029916,1105.224886141727,1167.896954767642,1167.896954767642,952.9870582366613
1126.0330103337076,1029.7202391215067,938.190522495776,936.7285611121458,1154.2686462465626,1214.4648071921188,1214.4648071921188,996.4190976970244
1127.0330103337076,1074.4960059954606,979.6813923704366,978.257437924118,1203.6724133007801,1261.4016462073384,1261.4016462073384,1040.2589919546374
1128.0330103337076,1119.6503210465146,1021.576208169614,1020.1972890638439,1253.4336833046768,1308.7052046409583,1308.7052046409583,1084.5054916415047
1129.0330103337076,1165.1816267133875,1063.8743146007384,1062.5474285405674,1303.549842165587,1356.3730989860364,1356.3730989860364,1129.1572261957324
