10,1.942844009,10,1.942725818,10,1.941545493,10,1.9299
10.97498765,1.942842728,10.97498765,1.942713016,10.97498765,1.941417798,10.97499,1.92865
12.0450354,1.942841323,12.0450354,1.942698966,12.0450354,1.941277692,12.04504,1.92729
13.21941148,1.94283978,13.21941148,1.942683547,13.21941148,1.941123972,13.21941,1.9258
14.50828778,1.942838088,14.50828778,1.942666625,14.50828778,1.94095532,14.50829,1.92417
15.92282793,1.94283623,15.92282793,1.942648054,15.92282793,1.940770293,15.92283,1.92238
17.475284,1.942834191,17.475284,1.942627673,17.475284,1.940567306,17.47528,1.92043
19.17910262,1.942831953,19.17910262,1.942605305,19.17910262,1.940344627,19.1791,1.9183
21.04904145,1.942829497,21.04904145,1.942580759,21.04904145,1.940100354,21.04904,1.91597
23.101297,1.942826802,23.101297,1.94255382,23.101297,1.939832406,23.1013,1.91343
25.35364494,1.942823844,25.35364494,1.942524256,25.35364494,1.939538504,25.35364,1.91065
27.82559402,1.942820597,27.82559402,1.942491813,27.82559402,1.939216151,27.82559,1.90762
30.53855509,1.942817034,30.53855509,1.942456208,30.53855509,1.938862616,30.53856,1.90432
33.51602651,1.942813124,33.51602651,1.942417135,33.51602651,1.938474908,33.51603,1.90072
36.78379772,1.942808833,36.78379772,1.942374256,36.78379772,1.938049755,36.7838,1.89681
40.37017259,1.942804123,40.37017259,1.942327201,40.37017259,1.937583578,40.37017,1.89254
44.30621458,1.942798954,44.30621458,1.942275563,44.30621458,1.937072465,44.30621,1.88791
48.6260158,1.942793281,48.6260158,1.942218897,48.6260158,1.936512138,48.62602,1.88287
53.36699231,1.942787054,53.36699231,1.942156714,53.36699231,1.935897925,53.36699,1.87741
58.57020818,1.942780222,58.57020818,1.942088477,58.57020818,1.935224721,58.57021,1.87148
64.28073117,1.942772722,64.28073117,1.942013598,64.28073117,1.934486955,64.28073,1.86506
70.54802311,1.942764492,70.54802311,1.941931432,70.54802311,1.933678548,70.54802,1.85811
77.42636827,1.94275546,77.42636827,1.941841271,77.42636827,1.932792872,77.42637,1.85059
84.97534359,1.942745547,84.97534359,1.941742338,84.97534359,1.931822704,84.97534,1.84248
93.26033469,1.942734668,93.26033469,1.941633783,93.26033469,1.930760178,93.26033,1.83374
102.3531022,1.942722729,102.3531022,1.941514671,102.3531022,1.929596734,102.3531,1.82433
112.3324033,1.942709625,112.3324033,1.94138398,112.3324033,1.928323067,112.3324,1.81421
123.2846739,1.942695245,123.2846739,1.941240587,123.2846739,1.926929066,123.28467,1.80335
135.3047775,1.942679463,135.3047775,1.941083263,135.3047775,1.925403762,135.30478,1.79172
148.4968262,1.942662143,148.4968262,1.940910658,148.4968262,1.923735263,148.49683,1.77928
162.9750835,1.942643135,162.9750835,1.940721295,162.9750835,1.921910694,162.97508,1.766
178.8649529,1.942622274,178.8649529,1.940513554,178.8649529,1.919916132,178.86495,1.75185
196.304065,1.942599381,196.304065,1.940285661,196.304065,1.917736545,196.30407,1.73681
215.443469,1.942574257,215.443469,1.940035672,215.443469,1.915355729,215.44347,1.72086
236.4489413,1.942546685,236.4489413,1.939761457,236.4489413,1.912756247,236.44894,1.70397
259.5024211,1.942516426,259.5024211,1.939460686,259.5024211,1.909919367,259.50242,1.68614
