1.e-8,1.0173803543659325,-0.0015806504191922732,-0.031600767805598715,1.236422194956827e-7,1.4972291265760738e-17,0.
1.0233165783302449e-8,1.017297223005273,-0.001573088272151124,-0.031449618928057865,1.2269208521749015e-7,1.4857236010260584e-17,0.
1.0471768194855203e-8,1.0172124589270086,-0.001565377610726334,-0.03129550145597062,1.217248486502845e-7,1.474010977566073e-17,0.
1.0715933998226712e-8,1.0171260376367337,-0.0015575162072818027,-0.031138370853879264,1.2074033540706932e-7,1.4620891444798182e-17,0.
1.0965792912678099e-8,1.017037934648969,-0.0015495018350205876,-0.030978182602562614,1.1973837662238946e-7,1.4499560569133672e-17,0.
1.1221477682079802e-8,1.016948125510414,-0.0015413322701011737,-0.030814892241310992,1.1871880946194733e-7,1.4376097430463007e-17,0.
1.1483124145435111e-8,1.0168565858233503,-0.0015330052937684842,-0.030648455410493453,1.1768147765696119e-7,1.425048310562446e-17,0.
1.1750871309048076e-8,1.0167632912774087,-0.0015245186952413383,-0.030478827909251573,1.1662623206404507e-7,1.4122699534296688e-17,0.
1.2024861420374123e-8,1.0166682176641095,-0.0015158702730442395,-0.030305965722077156,1.1555293125154577e-7,1.399272959000045e-17,0.
1.2305240043592616e-8,1.016571340923051,-0.0015070578391998698,-0.03012982510260139,1.1446144211294338e-7,1.3860557154377518e-17,0.
1.2592156136941509e-8,1.0164726371549317,-0.0014980792204257031,-0.029950362597463583,1.1335164050842361e-7,1.372616719488105e-17,0.
1.288576213185518e-8,1.0163720826660183,-0.001488932262172794,-0.02976753512702063,1.1222341193515456e-7,1.3589545845941838e-17,0.
1.3186214013947485e-8,1.0162696539958591,-0.001479614831152023,-0.029581300035802525,1.1107665222729047e-7,1.3450680493734383e-17,0.
1.3493671405883065e-8,1.0161653279535054,-0.001470124818629817,-0.029391615158354575,1.0991126828638887e-7,1.3309559864625746e-17,0.
1.3808297652180923e-8,1.016059081654262,-0.0014604601437729877,-0.02919843888605867,1.0872717884305878e-7,1.3166174117406371e-17,0.
1.4130259905995337e-8,1.015950892558156,-0.0014506187571498865,-0.02900173023707787,1.0752431525059616e-7,1.3020514939394295e-17,0.
1.4459729217920196e-8,1.0158407385101638,-0.0014405986443914542,-0.028801448929495557,1.0630262231134076e-7,1.287257564650176e-17,0.
1.4796880626863963e-8,1.0157285977822306,-0.0014303978300155688,-0.028597555457717274,1.0506205913645741e-7,1.2722351287349269e-17,0.
1.514189325304352e-8,1.0156144491171213,-0.001420014381417855,-0.02839001117219846,1.0380260003980525e-7,1.2569838751507525e-17,0.
1.5494950393146317e-8,1.0154982717741305,-0.0014094464130318713,-0.028178778362556205,1.0252423546651277e-7,1.2415036881941982e-17,0.
1.5856239617711373e-8,1.0153800455766837,-0.0013986920906612582,-0.02796382034411684,1.012269729568218e-7,1.225794659172826e-17,0.
1.622595287078087e-8,1.0152597509618517,-0.001387749635986101,-0.027745101547944212,9.991083814570172e-8,1.209857098509913e-17,0.
1.6604286571875296e-8,1.0151373690318004,-0.001376617331245322,-0.027522587614384978,9.857587579866151e-8,1.1936915482874767e-17,0.
1.699144172034626e-8,1.0150128816071902,-0.0013652935240964722,-0.027296245490158275,9.722215088410562e-8,1.17729879523183e-17,0.
1.7387624002162504e-8,1.014886271283469,-0.001353776632739517,-0.02706604353072167,9.584974968247838e-8,1.1606798841446179e-17,0.
1.7793043899185775e-8,1.0147575214835027,-0.0013420651507043617,-0.02683195159590813,9.44587809323704e-8,1.1438361317814417e-17,0.
1.8207916800994625e-8,1.0146266165262265,-0.0013301576531031028,-0.026593941174854016,9.304937701352046e-8,1.1267691411772631e-17,0.
1.86324631193156e-8,1.014493541677574,-0.0013180528012613603,-0.026351985478504873,9.162169516674659e-8,1.1094808164190005e-17,0.
1.906690840512252e-8,1.0143582832228395,-0.0013057493493029684,-0.02610605957118491,9.017591875036532e-8,1.0919733778599703e-17,0.
1.9511483468466163e-8,1.0142208285208076,-0.0012932461490823364,-0.025856140469116242,8.871225853283385e-8,1.0742493777729665e-17,0.
1.9966424501097933e-8,1.014081166083217,-0.0012805421574081464,-0.025602207284761366,8.723095402079118e-8,1.0563117164320011e-17,0.
2.0431973201952704e-8,1.013939285634402,-0.0012676364414769925,-0.025344241335361,8.573227482185357e-8,1.0381636586148947e-17,0.
2.09083769055575e-8,1.0137951781826993,-0.0012545281853713897,-0.025082226272756067,8.421652204094412e-8,1.0198088505119424e-17,0.
2.1395888713434215e-8,1.0136488360966678,-0.0012412166969936434,-0.024816148221923642,8.268402970884366e-8,1.0012513370247679e-17,0.
2.1894767628566207e-8,1.0135002531751374,-0.0012277014144430544,-0.024545995908376556,8.113516624137985e-8,9.82495579436177e-18,0.
2.240527869300018e-8,1.0133494247237276,-0.0012139819129796097,-0.024271760797289987,7.957033592724492e-8,9.635464734266891e-18,0.
2.2927693128656486e-8,1.0131963476270744,-0.0012000579115954816,-0.023993437224781488,7.798998044218367e-8,9.444093674104016e-18,0.
2.3462288481422625e-8,1.0130410204338014,-0.0011859292807516277,-0.023711022552490756,7.639458038678226e-8,9.250900811566356e-18,0.
2.400934876860652e-8,1.0128834434267977,-0.0011715960487701722,-0.023424517295272982,7.478465684485548e-8,9.055949246610225e-18,0.
2.45691646298279e-8,1.0127236187058155,-0.0011570584093533827,-0.023133925271422436,7.316077295872146e-8,8.85930717221085e-18,0.
2.5142033481427966e-8,1.0125615502664886,-0.0011423167287749815,-0.022839253746341475,7.152353551732601e-8,8.66104806667419e-18,0.
